_id,産業階層,産業分類並び順,産業,地域階層,地域コード,地域,昼間就業者（人）,常住就業者（人）,常住就業者／うち自宅就業者（人）,常住就業者／うち地域内通勤者（人）,流入超過通勤者（人）,流入通勤者（人）,流入通勤者／うち都外から流入（人）,流出通勤者（人）,流出通勤者／うち都外へ流出（人）
844,2,19,生活関連サービス業，娯楽業,2,13208,調布市,3070,3679,406,1069,-609,1481,331,2090,194
845,2,20,教育，学習支援業,2,13208,調布市,5958,6751,502,1794,-793,3565,695,4358,337
846,2,21,医療，福祉,2,13208,調布市,11009,11455,303,4710,-446,5800,794,6246,412
847,2,22,複合サービス事業,2,13208,調布市,220,321,3,66,-101,144,17,245,10
848,2,23,サービス業（他に分類されないもの）,2,13208,調布市,6275,8628,609,2198,-2353,3215,626,5568,298
849,2,24,公務（他に分類されるものを除く）,2,13208,調布市,2131,3028,25,632,-897,1450,220,2347,137
850,1,25,分類不能の産業,2,13208,調布市,3042,3259,486,489,-217,554,138,771,52
851,0,1,総数,2,13209,町田市,136203,182372,16627,53300,-46169,58573,44603,104742,51999
852,1,2,第１次産業,2,13209,町田市,1240,1337,719,393,-97,120,86,217,141
853,2,3,農業，林業,2,13209,町田市,1239,1332,718,393,-93,120,86,213,139
854,3,4,うち農業,2,13209,町田市,1236,1327,717,393,-91,119,86,210,137
855,2,5,漁業,2,13209,町田市,1,5,1,-,-4,-,-,4,2
856,1,6,第２次産業,2,13209,町田市,16909,30154,2972,5826,-13245,7052,5289,20297,12199
857,2,7,鉱業，採石業，砂利採取業,2,13209,町田市,3,18,1,1,-15,-,-,15,2
858,2,8,建設業,2,13209,町田市,8273,11808,1702,2824,-3535,3078,2337,6613,3382
859,2,9,製造業,2,13209,町田市,8633,18328,1269,3001,-9695,3974,2952,13669,8815
860,1,10,第３次産業,2,13209,町田市,111903,144237,11898,45872,-32334,50488,38533,82822,39048
861,2,11,電気・ガス・熱供給・水道業,2,13209,町田市,232,583,19,80,-351,115,83,466,183
862,2,12,情報通信業,2,13209,町田市,4134,12363,2424,505,-8229,1008,746,9237,2218
863,2,13,運輸業，郵便業,2,13209,町田市,5413,9009,291,2346,-3596,2479,1820,6075,3373
864,2,14,卸売業，小売業,2,13209,町田市,24392,28821,1572,10187,-4429,11858,9337,16287,8117
865,2,15,金融業，保険業,2,13209,町田市,3616,4989,237,756,-1373,2543,2066,3916,1222
866,2,16,不動産業，物品賃貸業,2,13209,町田市,5000,6486,1202,1730,-1486,1836,1486,3322,1452
867,2,17,学術研究，専門・技術サービス業,2,13209,町田市,5960,10402,2712,1318,-4442,1738,1318,6180,2728
868,2,18,宿泊業，飲食サービス業,2,13209,町田市,9713,9549,315,4746,164,4327,3541,4163,2029
869,2,19,生活関連サービス業，娯楽業,2,13209,町田市,6062,6578,681,2419,-516,2740,2242,3256,1589
870,2,20,教育，学習支援業,2,13209,町田市,11424,12015,916,3863,-591,6424,4159,7015,3582
871,2,21,医療，福祉,2,13209,町田市,22720,24179,615,12329,-1459,9276,7103,10735,7501
872,2,22,複合サービス事業,2,13209,町田市,591,630,4,295,-39,285,187,324,166
873,2,23,サービス業（他に分類されないもの）,2,13209,町田市,9308,14068,859,4100,-4760,3822,3051,8582,3605
874,2,24,公務（他に分類されるものを除く）,2,13209,町田市,3338,4565,51,1198,-1227,2037,1394,3264,1283
875,1,25,分類不能の産業,2,13209,町田市,6151,6644,1038,1209,-493,913,695,1406,611
876,0,1,総数,2,13210,小金井市,33399,54114,5621,8992,-20715,16875,2848,37590,2268
877,1,2,第１次産業,2,13210,小金井市,275,305,185,60,-30,29,2,59,4
878,2,3,農業，林業,2,13210,小金井市,275,304,185,60,-29,29,2,58,4
879,3,4,うち農業,2,13210,小金井市,272,297,185,58,-25,29,2,54,4
880,2,5,漁業,2,13210,小金井市,-,1,-,-,-1,-,-,1,-
881,1,6,第２次産業,2,13210,小金井市,2776,6590,665,490,-3814,1463,374,5277,568
882,2,7,鉱業，採石業，砂利採取業,2,13210,小金井市,2,22,1,-,-20,1,1,21,-
883,2,8,建設業,2,13210,小金井市,1465,2165,292,244,-700,849,233,1549,149
884,2,9,製造業,2,13210,小金井市,1309,4403,372,246,-3094,613,140,3707,419
885,1,10,第３次産業,2,13210,小金井市,28902,45598,4532,8253,-16696,15141,2407,31837,1680
886,2,11,電気・ガス・熱供給・水道業,2,13210,小金井市,45,182,9,8,-137,25,3,162,12
887,2,12,情報通信業,2,13210,小金井市,1884,5777,1188,177,-3893,442,133,4335,198
888,2,13,運輸業，郵便業,2,13210,小金井市,860,1527,44,188,-667,570,79,1237,121
889,2,14,卸売業，小売業,2,13210,小金井市,4964,7615,488,1765,-2651,2541,468,5192,301
890,2,15,金融業，保険業,2,13210,小金井市,582,2355,113,59,-1773,390,57,2163,105
891,2,16,不動産業，物品賃貸業,2,13210,小金井市,1288,2113,503,288,-825,411,57,1236,61
892,2,17,学術研究，専門・技術サービス業,2,13210,小金井市,2444,3979,1048,340,-1535,975,182,2510,147
893,2,18,宿泊業，飲食サービス業,2,13210,小金井市,2473,2988,96,1144,-515,1145,256,1660,66
894,2,19,生活関連サービス業，娯楽業,2,13210,小金井市,1321,1768,192,444,-447,616,75,1063,67
895,2,20,教育，学習支援業,2,13210,小金井市,4447,4352,340,907,95,3116,602,3021,199
896,2,21,医療，福祉,2,13210,小金井市,5385,6077,181,1968,-692,3136,225,3828,140
897,2,22,複合サービス事業,2,13210,小金井市,237,199,1,44,38,185,14,147,8
898,2,23,サービス業（他に分類されないもの）,2,13210,小金井市,1807,3974,300,600,-2167,791,115,2958,130
899,2,24,公務（他に分類されるものを除く）,2,13210,小金井市,1165,2692,29,321,-1527,798,141,2325,125
900,1,25,分類不能の産業,2,13210,小金井市,1446,1621,239,189,-175,242,65,417,16
901,0,1,総数,2,13211,小平市,55743,79225,7425,18038,-23482,27564,6149,51046,4368
902,1,2,第１次産業,2,13211,小平市,591,602,414,100,-11,73,19,84,11
903,2,3,農業，林業,2,13211,小平市,589,600,414,99,-11,72,18,83,11
904,3,4,うち農業,2,13211,小平市,587,596,414,98,-9,71,17,80,11
905,2,5,漁業,2,13211,小平市,2,2,-,1,-,1,1,1,-
906,1,6,第２次産業,2,13211,小平市,10152,12310,1245,2763,-2158,5820,1616,7978,1212
907,2,7,鉱業，採石業，砂利採取業,2,13211,小平市,2,11,2,-,-9,-,-,9,1
908,2,8,建設業,2,13211,小平市,3350,4518,642,848,-1168,1633,468,2801,372
909,2,9,製造業,2,13211,小平市,6800,7781,601,1915,-981,4187,1148,5168,839
910,1,10,第３次産業,2,13211,小平市,42937,63963,5406,14853,-21026,21331,4440,42357,3101
911,2,11,電気・ガス・熱供給・水道業,2,13211,小平市,82,231,5,22,-149,50,11,199,10
912,2,12,情報通信業,2,13211,小平市,2204,6142,1247,228,-3938,653,229,4591,245
913,2,13,運輸業，郵便業,2,13211,小平市,1832,2734,81,516,-902,1141,301,2043,292
914,2,14,卸売業，小売業,2,13211,小平市,6937,11453,656,2758,-4516,3231,599,7747,619
915,2,15,金融業，保険業,2,13211,小平市,608,2739,112,87,-2131,372,85,2503,169
916,2,16,不動産業，物品賃貸業,2,13211,小平市,1312,2486,484,333,-1174,417,79,1591,100
917,2,17,学術研究，専門・技術サービス業,2,13211,小平市,3470,5100,1267,715,-1630,1408,441,3038,262
918,2,18,宿泊業，飲食サービス業,2,13211,小平市,2949,4264,167,1493,-1315,1150,204,2465,149
919,2,19,生活関連サービス業，娯楽業,2,13211,小平市,1996,2700,284,773,-704,857,157,1561,153
920,2,20,教育，学習支援業,2,13211,小平市,5112,5907,408,1411,-795,3208,710,4003,340
921,2,21,医療，福祉,2,13211,小平市,10660,10553,275,4302,107,5895,911,5788,349
922,2,22,複合サービス事業,2,13211,小平市,163,323,4,50,-160,105,16,265,6
923,2,23,サービス業（他に分類されないもの）,2,13211,小平市,3588,6111,395,1345,-2523,1679,330,4202,264
924,2,24,公務（他に分類されるものを除く）,2,13211,小平市,2024,3220,21,820,-1196,1165,367,2361,143
925,1,25,分類不能の産業,2,13211,小平市,2063,2350,360,322,-287,340,74,627,44
926,0,1,総数,2,13212,日野市,57962,78657,5914,20011,-20695,29174,5632,49869,4112
927,1,2,第１次産業,2,13212,日野市,439,469,252,119,-30,65,9,95,12
928,2,3,農業，林業,2,13212,日野市,439,469,252,119,-30,65,9,95,12
929,3,4,うち農業,2,13212,日野市,436,463,250,119,-27,65,9,92,12
930,2,5,漁業,2,13212,日野市,-,-,-,-,-,-,-,-,-
931,1,6,第２次産業,2,13212,日野市,14035,13849,983,3831,186,8871,2089,8685,1262
932,2,7,鉱業，採石業，砂利採取業,2,13212,日野市,-,4,-,-,-4,-,-,4,-
933,2,8,建設業,2,13212,日野市,2535,3820,438,680,-1285,1197,263,2482,308
934,2,9,製造業,2,13212,日野市,11500,10025,545,3151,1475,7674,1826,6199,954
935,1,10,第３次産業,2,13212,日野市,41238,61824,4332,15685,-20586,19794,3434,40380,2782
936,2,11,電気・ガス・熱供給・水道業,2,13212,日野市,193,313,3,32,-120,156,58,276,18
937,2,12,情報通信業,2,13212,日野市,2464,5515,904,377,-3051,1118,358,4169,308
938,2,13,運輸業，郵便業,2,13212,日野市,3089,3762,100,926,-673,1962,341,2635,265
939,2,14,卸売業，小売業,2,13212,日野市,7065,11663,560,3088,-4598,3105,647,7703,570
940,2,15,金融業，保険業,2,13212,日野市,589,2169,91,117,-1580,342,47,1922,96
941,2,16,不動産業，物品賃貸業,2,13212,日野市,1223,2151,420,337,-928,381,49,1309,93
942,2,17,学術研究，専門・技術サービス業,2,13212,日野市,3272,4841,961,811,-1569,1416,335,2985,274
943,2,18,宿泊業，飲食サービス業,2,13212,日野市,2929,4127,123,1506,-1198,1162,266,2360,123
944,2,19,生活関連サービス業，娯楽業,2,13212,日野市,1307,2356,250,491,-1049,472,71,1521,121
945,2,20,教育，学習支援業,2,13212,日野市,4098,5149,317,1243,-1051,2462,419,3513,227
946,2,21,医療，福祉,2,13212,日野市,8911,10287,249,4356,-1376,4118,352,5494,294
947,2,22,複合サービス事業,2,13212,日野市,400,396,3,172,4,217,18,213,8
948,2,23,サービス業（他に分類されないもの）,2,13212,日野市,4277,6581,336,1682,-2304,2041,333,4345,281
949,2,24,公務（他に分類されるものを除く）,2,13212,日野市,1421,2514,15,547,-1093,842,140,1935,104
950,1,25,分類不能の産業,2,13212,日野市,2250,2515,347,376,-265,444,100,709,56
951,0,1,総数,2,13213,東村山市,39530,64094,5441,14496,-24564,16980,6183,41544,6800
952,1,2,第１次産業,2,13213,東村山市,482,517,346,91,-35,42,11,77,24
953,2,3,農業，林業,2,13213,東村山市,482,517,346,91,-35,42,11,77,24
954,3,4,うち農業,2,13213,東村山市,481,515,346,91,-34,42,11,76,24
955,2,5,漁業,2,13213,東村山市,-,-,-,-,-,-,-,-,-
956,1,6,第２次産業,2,13213,東村山市,6204,10394,1060,1942,-4190,2821,1169,7011,1701
957,2,7,鉱業，採石業，砂利採取業,2,13213,東村山市,-,3,-,-,-3,-,-,3,-
958,2,8,建設業,2,13213,東村山市,2732,4310,691,738,-1578,1049,430,2627,507
959,2,9,製造業,2,13213,東村山市,3472,6081,369,1204,-2609,1772,739,4381,1194
960,1,10,第３次産業,2,13213,東村山市,31119,51108,3705,12152,-19989,13961,4953,33950,5004
961,2,11,電気・ガス・熱供給・水道業,2,13213,東村山市,156,196,4,17,-40,134,50,174,25
962,2,12,情報通信業,2,13213,東村山市,1311,4189,798,128,-2878,334,170,3212,231
963,2,13,運輸業，郵便業,2,13213,東村山市,1726,3182,89,574,-1456,939,374,2395,746
964,2,14,卸売業，小売業,2,13213,東村山市,5533,9672,574,2560,-4139,2120,786,6259,989
965,2,15,金融業，保険業,2,13213,東村山市,860,1821,58,181,-961,582,241,1543,196
966,2,16,不動産業，物品賃貸業,2,13213,東村山市,1064,1893,298,310,-829,385,153,1214,162
967,2,17,学術研究，専門・技術サービス業,2,13213,東村山市,1510,3043,765,263,-1533,423,163,1956,223
968,2,18,宿泊業，飲食サービス業,2,13213,東村山市,2039,3315,153,1111,-1276,651,272,1927,274
969,2,19,生活関連サービス業，娯楽業,2,13213,東村山市,1453,2297,270,573,-844,534,184,1378,253
970,2,20,教育，学習支援業,2,13213,東村山市,2394,3741,232,758,-1347,1347,435,2694,415
971,2,21,医療，福祉,2,13213,東村山市,8391,9527,188,3732,-1136,4294,1425,5430,758
972,2,22,複合サービス事業,2,13213,東村山市,291,365,3,115,-74,164,42,238,25
973,2,23,サービス業（他に分類されないもの）,2,13213,東村山市,2887,5248,255,1293,-2361,1127,370,3488,461
974,2,24,公務（他に分類されるものを除く）,2,13213,東村山市,1504,2619,18,537,-1115,927,288,2042,246
975,1,25,分類不能の産業,2,13213,東村山市,1725,2075,330,311,-350,156,50,506,71
976,0,1,総数,2,13214,国分寺市,35770,54775,5467,8494,-19005,19957,3976,38962,3217
977,1,2,第１次産業,2,13214,国分寺市,420,425,283,78,-5,56,4,61,10
978,2,3,農業，林業,2,13214,国分寺市,417,420,281,78,-3,55,4,58,10
979,3,4,うち農業,2,13214,国分寺市,410,411,280,74,-1,53,4,54,10
980,2,5,漁業,2,13214,国分寺市,3,5,2,-,-2,1,-,3,-
981,1,6,第２次産業,2,13214,国分寺市,3740,7751,714,630,-4011,2205,540,6216,916
982,2,7,鉱業，採石業，砂利採取業,2,13214,国分寺市,-,9,-,-,-9,-,-,9,-
983,2,8,建設業,2,13214,国分寺市,1662,2525,284,297,-863,968,237,1831,226
984,2,9,製造業,2,13214,国分寺市,2078,5217,430,333,-3139,1237,303,4376,690
985,1,10,第３次産業,2,13214,国分寺市,30146,44904,4232,7597,-14758,17420,3366,32178,2247
986,2,11,電気・ガス・熱供給・水道業,2,13214,国分寺市,27,227,2,7,-200,15,3,215,19
987,2,12,情報通信業,2,13214,国分寺市,2737,5255,1033,315,-2518,1343,404,3861,229
988,2,13,運輸業，郵便業,2,13214,国分寺市,754,1723,53,147,-969,500,120,1469,165
989,2,14,卸売業，小売業,2,13214,国分寺市,5406,7428,415,1493,-2022,3319,726,5341,375
990,2,15,金融業，保険業,2,13214,国分寺市,839,2371,92,105,-1532,609,135,2141,121
991,2,16,不動産業，物品賃貸業,2,13214,国分寺市,1504,2030,464,294,-526,663,108,1189,80
992,2,17,学術研究，専門・技術サービス業,2,13214,国分寺市,3573,4342,1072,619,-769,1807,480,2576,211
993,2,18,宿泊業，飲食サービス業,2,13214,国分寺市,2516,2673,97,881,-157,1459,281,1616,78
994,2,19,生活関連サービス業，娯楽業,2,13214,国分寺市,1243,1631,178,319,-388,690,94,1078,90
995,2,20,教育，学習支援業,2,13214,国分寺市,2695,4489,344,591,-1794,1704,301,3498,305
996,2,21,医療，福祉,2,13214,国分寺市,5107,6554,198,1771,-1447,3022,329,4469,280
997,2,22,複合サービス事業,2,13214,国分寺市,243,316,1,73,-73,163,13,236,10
998,2,23,サービス業（他に分類されないもの）,2,13214,国分寺市,2389,3876,265,587,-1487,1441,257,2928,175
999,2,24,公務（他に分類されるものを除く）,2,13214,国分寺市,1113,1989,18,395,-876,685,115,1561,109
1000,1,25,分類不能の産業,2,13214,国分寺市,1464,1695,238,189,-231,276,66,507,44
1001,0,1,総数,2,13215,国立市,26505,34246,3392,6558,-7741,15204,2515,22945,2018
1002,1,2,第１次産業,2,13215,国立市,202,222,132,41,-20,21,4,41,2
1003,2,3,農業，林業,2,13215,国立市,200,221,132,41,-21,20,4,41,2
1004,3,4,うち農業,2,13215,国立市,199,220,131,41,-21,20,4,41,2
1005,2,5,漁業,2,13215,国立市,2,1,-,-,1,1,-,-,-
1006,1,6,第２次産業,2,13215,国立市,2407,4773,439,487,-2366,1338,263,3704,526
1007,2,7,鉱業，採石業，砂利採取業,2,13215,国立市,2,5,2,-,-3,-,-,3,-
1008,2,8,建設業,2,13215,国立市,1286,1515,198,258,-229,739,158,968,133
1009,2,9,製造業,2,13215,国立市,1119,3253,239,229,-2134,599,105,2733,393
1010,1,10,第３次産業,2,13215,国立市,22782,28010,2683,5858,-5228,13626,2178,18854,1464
1011,2,11,電気・ガス・熱供給・水道業,2,13215,国立市,60,133,4,8,-73,48,4,121,12
1012,2,12,情報通信業,2,13215,国立市,1224,2769,530,122,-1545,540,201,2085,213
1013,2,13,運輸業，郵便業,2,13215,国立市,1471,1203,44,208,268,1176,134,908,97
1014,2,14,卸売業，小売業,2,13215,国立市,4414,4772,284,1307,-358,2717,432,3075,240
1015,2,15,金融業，保険業,2,13215,国立市,288,1245,38,33,-957,202,33,1159,59
1016,2,16,不動産業，物品賃貸業,2,13215,国立市,954,1235,344,207,-281,351,53,632,45
1017,2,17,学術研究，専門・技術サービス業,2,13215,国立市,1850,2408,648,251,-558,906,217,1464,126
1018,2,18,宿泊業，飲食サービス業,2,13215,国立市,1626,1767,101,619,-141,852,165,993,41
1019,2,19,生活関連サービス業，娯楽業,2,13215,国立市,973,1053,134,252,-80,540,67,620,53
1020,2,20,教育，学習支援業,2,13215,国立市,3437,2920,222,759,517,2421,449,1904,199
1021,2,21,医療，福祉,2,13215,国立市,3807,4741,150,1313,-934,2246,195,3180,221
1022,2,22,複合サービス事業,2,13215,国立市,212,131,2,36,81,173,15,92,2
1023,2,23,サービス業（他に分類されないもの）,2,13215,国立市,1759,2460,172,514,-701,1000,147,1701,98
1024,2,24,公務（他に分類されるものを除く）,2,13215,国立市,707,1173,10,229,-466,454,66,920,58
1025,1,25,分類不能の産業,2,13215,国立市,1114,1241,138,172,-127,219,70,346,26
1026,0,1,総数,2,13218,福生市,19229,23186,1772,5640,-3957,10709,1253,14666,1044
1027,1,2,第１次産業,2,13218,福生市,117,121,40,36,-4,41,5,45,3
1028,2,3,農業，林業,2,13218,福生市,117,121,40,36,-4,41,5,45,3
1029,3,4,うち農業,2,13218,福生市,115,119,40,36,-4,39,5,43,3
1030,2,5,漁業,2,13218,福生市,-,-,-,-,-,-,-,-,-
1031,1,6,第２次産業,2,13218,福生市,2805,4909,459,686,-2104,1484,212,3588,384
1032,2,7,鉱業，採石業，砂利採取業,2,13218,福生市,2,3,-,-,-1,2,-,3,1
1033,2,8,建設業,2,13218,福生市,1227,1478,314,260,-251,544,102,795,81
1034,2,9,製造業,2,13218,福生市,1576,3428,145,426,-1852,938,110,2790,302
1035,1,10,第３次産業,2,13218,福生市,15552,17323,1185,4795,-1771,9066,1028,10837,643
1036,2,11,電気・ガス・熱供給・水道業,2,13218,福生市,58,102,2,13,-44,42,7,86,3
1037,2,12,情報通信業,2,13218,福生市,324,860,165,33,-536,111,18,647,49
1038,2,13,運輸業，郵便業,2,13218,福生市,748,1309,34,129,-561,532,66,1093,118
1039,2,14,卸売業，小売業,2,13218,福生市,2566,3375,216,917,-809,1314,136,2123,143
1040,2,15,金融業，保険業,2,13218,福生市,302,388,22,44,-86,228,20,314,18
1041,2,16,不動産業，物品賃貸業,2,13218,福生市,537,628,142,143,-91,223,14,314,20
1042,2,17,学術研究，専門・技術サービス業,2,13218,福生市,540,906,203,118,-366,208,31,574,54
1043,2,18,宿泊業，飲食サービス業,2,13218,福生市,1314,1296,63,561,18,633,45,615,32
1044,2,19,生活関連サービス業，娯楽業,2,13218,福生市,613,852,100,219,-239,262,16,501,25
1045,2,20,教育，学習支援業,2,13218,福生市,955,989,63,237,-34,641,52,675,43
1046,2,21,医療，福祉,2,13218,福生市,3170,3258,69,1025,-88,1990,128,2078,55
1047,2,22,複合サービス事業,2,13218,福生市,58,132,2,17,-74,34,1,108,2
1048,2,23,サービス業（他に分類されないもの）,2,13218,福生市,2604,2138,94,729,466,1712,236,1246,57
1049,2,24,公務（他に分類されるものを除く）,2,13218,福生市,1763,1090,10,610,673,1136,258,463,24
1050,1,25,分類不能の産業,2,13218,福生市,755,833,88,123,-78,118,8,196,14
1051,0,1,総数,2,13219,狛江市,18937,38379,4330,5929,-19442,7226,2559,26668,3368
1052,1,2,第１次産業,2,13219,狛江市,277,296,155,81,-19,37,16,56,11
1053,2,3,農業，林業,2,13219,狛江市,276,296,155,81,-20,36,15,56,11
1054,3,4,うち農業,2,13219,狛江市,276,295,155,81,-19,36,15,55,11
1055,2,5,漁業,2,13219,狛江市,1,-,-,-,1,1,1,-,-
1056,1,6,第２次産業,2,13219,狛江市,2461,5045,678,597,-2584,1021,411,3605,777
1057,2,7,鉱業，採石業，砂利採取業,2,13219,狛江市,-,14,-,-,-14,-,-,14,-
1058,2,8,建設業,2,13219,狛江市,1484,2235,385,392,-751,583,228,1334,219
1059,2,9,製造業,2,13219,狛江市,977,2796,293,205,-1819,438,183,2257,558
1060,1,10,第３次産業,2,13219,狛江市,15190,31676,3281,5099,-16486,6102,2111,22588,2532
1061,2,11,電気・ガス・熱供給・水道業,2,13219,狛江市,34,129,1,8,-95,22,8,117,12
1062,2,12,情報通信業,2,13219,狛江市,1076,3925,803,82,-2849,147,80,2996,249
1063,2,13,運輸業，郵便業,2,13219,狛江市,682,1270,55,146,-588,444,128,1032,147
1064,2,14,卸売業，小売業,2,13219,狛江市,2608,5780,416,1089,-3172,970,365,4142,476
1065,2,15,金融業，保険業,2,13219,狛江市,286,1441,75,39,-1155,144,65,1299,92
1066,2,16,不動産業，物品賃貸業,2,13219,狛江市,888,1571,372,237,-683,233,88,916,74
1067,2,17,学術研究，専門・技術サービス業,2,13219,狛江市,1205,2786,764,182,-1581,208,94,1789,220
1068,2,18,宿泊業，飲食サービス業,2,13219,狛江市,975,2041,111,507,-1066,297,115,1363,122
1069,2,19,生活関連サービス業，娯楽業,2,13219,狛江市,785,1612,195,302,-827,229,93,1056,127
1070,2,20,教育，学習支援業,2,13219,狛江市,1088,2307,176,320,-1219,564,183,1783,302
1071,2,21,医療，福祉,2,13219,狛江市,3597,4405,108,1462,-808,1935,579,2743,392
1072,2,22,複合サービス事業,2,13219,狛江市,161,120,-,36,41,122,29,81,10
1073,2,23,サービス業（他に分類されないもの）,2,13219,狛江市,1172,3092,194,460,-1920,402,149,2322,213
1074,2,24,公務（他に分類されるものを除く）,2,13219,狛江市,633,1197,11,229,-564,385,135,949,96
1075,1,25,分類不能の産業,2,13219,狛江市,1009,1362,216,152,-353,66,21,419,48
1076,0,1,総数,2,13220,東大和市,21749,36767,2954,8047,-15018,9246,1334,24264,2151
1077,1,2,第１次産業,2,13220,東大和市,234,261,145,56,-27,32,3,59,13
1078,2,3,農業，林業,2,13220,東大和市,233,260,145,55,-27,32,3,59,13
1079,3,4,うち農業,2,13220,東大和市,233,257,145,55,-24,32,3,56,13
1080,2,5,漁業,2,13220,東大和市,1,1,-,1,-,-,-,-,-
1081,1,6,第２次産業,2,13220,東大和市,3747,6875,781,1205,-3128,1489,285,4617,655
1082,2,7,鉱業，採石業，砂利採取業,2,13220,東大和市,2,4,2,-,-2,-,-,2,-
1083,2,8,建設業,2,13220,東大和市,1928,3074,551,561,-1146,619,141,1765,249
1084,2,9,製造業,2,13220,東大和市,1817,3797,228,644,-1980,870,144,2850,406
1085,1,10,第３次産業,2,13220,東大和市,16739,28369,1860,6626,-11630,7611,1030,19241,1445
1086,2,11,電気・ガス・熱供給・水道業,2,13220,東大和市,35,142,4,4,-107,23,7,130,5
1087,2,12,情報通信業,2,13220,東大和市,498,1729,321,51,-1231,96,32,1327,81
1088,2,13,運輸業，郵便業,2,13220,東大和市,923,2088,68,308,-1165,473,80,1638,225
1089,2,14,卸売業，小売業,2,13220,東大和市,3784,5811,319,1671,-2027,1640,252,3667,311
1090,2,15,金融業，保険業,2,13220,東大和市,341,865,21,73,-524,230,50,754,58
1091,2,16,不動産業，物品賃貸業,2,13220,東大和市,564,970,159,160,-406,223,35,629,56
1092,2,17,学術研究，専門・技術サービス業,2,13220,東大和市,805,1513,328,150,-708,295,48,1003,78
1093,2,18,宿泊業，飲食サービス業,2,13220,東大和市,1320,1948,93,712,-628,453,60,1081,79
1094,2,19,生活関連サービス業，娯楽業,2,13220,東大和市,841,1319,157,303,-478,331,46,809,103
1095,2,20,教育，学習支援業,2,13220,東大和市,1253,1915,109,396,-662,732,98,1394,100
1096,2,21,医療，福祉,2,13220,東大和市,3917,5332,111,1804,-1415,1925,180,3340,168
1097,2,22,複合サービス事業,2,13220,東大和市,76,198,2,34,-122,38,2,160,4
1098,2,23,サービス業（他に分類されないもの）,2,13220,東大和市,1397,2880,154,613,-1483,544,66,2027,126
1099,2,24,公務（他に分類されるものを除く）,2,13220,東大和市,985,1659,14,347,-674,608,74,1282,51
1100,1,25,分類不能の産業,2,13220,東大和市,1029,1262,168,160,-233,114,16,347,38
1101,0,1,総数,2,13221,清瀬市,20443,30752,2838,6299,-10309,9986,4646,20295,5153
1102,1,2,第１次産業,2,13221,清瀬市,440,450,336,64,-10,38,17,48,21
1103,2,3,農業，林業,2,13221,清瀬市,440,449,336,64,-9,38,17,47,21
1104,3,4,うち農業,2,13221,清瀬市,437,448,336,63,-11,36,16,47,21
1105,2,5,漁業,2,13221,清瀬市,-,1,-,-,-1,-,-,1,-
1106,1,6,第２次産業,2,13221,清瀬市,2492,4807,560,580,-2315,1162,625,3477,1266
1107,2,7,鉱業，採石業，砂利採取業,2,13221,清瀬市,-,1,-,-,-1,-,-,1,-
1108,2,8,建設業,2,13221,清瀬市,1435,2194,409,299,-759,592,324,1351,387
1109,2,9,製造業,2,13221,清瀬市,1057,2612,151,281,-1555,570,301,2125,879
1110,1,10,第３次産業,2,13221,清瀬市,16525,24326,1815,5500,-7801,8670,3944,16471,3795
1111,2,11,電気・ガス・熱供給・水道業,2,13221,清瀬市,42,88,-,9,-46,30,17,76,8
1112,2,12,情報通信業,2,13221,清瀬市,475,1955,343,43,-1480,61,27,1541,126
1113,2,13,運輸業，郵便業,2,13221,清瀬市,440,1729,42,110,-1289,222,126,1511,775
1114,2,14,卸売業，小売業,2,13221,清瀬市,2331,4269,282,900,-1938,1030,521,2968,719
1115,2,15,金融業，保険業,2,13221,清瀬市,236,767,32,31,-531,160,92,691,95
1116,2,16,不動産業，物品賃貸業,2,13221,清瀬市,466,868,129,132,-402,178,92,580,111
1117,2,17,学術研究，専門・技術サービス業,2,13221,清瀬市,845,1388,388,121,-543,317,166,860,168
1118,2,18,宿泊業，飲食サービス業,2,13221,清瀬市,1116,1537,60,510,-421,510,257,931,195
1119,2,19,生活関連サービス業，娯楽業,2,13221,清瀬市,677,1118,146,235,-441,265,147,706,177
1120,2,20,教育，学習支援業,2,13221,清瀬市,1782,1682,112,382,100,1262,525,1162,279
1121,2,21,医療，福祉,2,13221,清瀬市,5751,4869,97,2054,882,3531,1473,2649,619
1122,2,22,複合サービス事業,2,13221,清瀬市,183,171,-,46,12,135,55,123,15
1123,2,23,サービス業（他に分類されないもの）,2,13221,清瀬市,1305,2539,170,571,-1234,471,206,1705,344
1124,2,24,公務（他に分類されるものを除く）,2,13221,清瀬市,876,1346,14,356,-470,498,240,968,164
1125,1,25,分類不能の産業,2,13221,清瀬市,986,1169,127,155,-183,116,60,299,71
1126,0,1,総数,2,13222,東久留米市,30773,47834,4508,10595,-17061,13672,4453,30733,4147
1127,1,2,第１次産業,2,13222,東久留米市,496,494,336,94,2,65,13,63,16
1128,2,3,農業，林業,2,13222,東久留米市,496,492,336,94,4,65,13,61,15
1129,3,4,うち農業,2,13222,東久留米市,495,490,336,93,5,65,13,60,14
1130,2,5,漁業,2,13222,東久留米市,-,2,-,-,-2,-,-,2,1
1131,1,6,第２次産業,2,13222,東久留米市,5761,7986,959,1774,-2225,2680,795,4905,1085
1132,2,7,鉱業，採石業，砂利採取業,2,13222,東久留米市,1,2,1,-,-1,-,-,1,1
1133,2,8,建設業,2,13222,東久留米市,2516,3825,729,670,-1309,865,328,2174,406
1134,2,9,製造業,2,13222,東久留米市,3244,4159,229,1104,-915,1815,467,2730,678
